artifact_id	file	sha256	size_bytes
4591257222	UBL-Endorsed-Entities-2.4-os.gc	68a1bc6c9243aa787c8902dcb9f7ee6ed430aea8af1da869fd9aea7da335a3c1	8365067
4591257222	UBL-Endorsed-Entities-2.5.gc	68a1bc6c9243aa787c8902dcb9f7ee6ed430aea8af1da869fd9aea7da335a3c1	8365067
4591257222	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4591257222	UBL-Entities-2.5.gc	b62566116b2c302a37bdea8bc5b641b362cafbf8577fc656045248f1fcefca2b	8824734
4591257222	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4591257222	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4591257222	ods-sources/UBL-Documents-Google.ods	e5a83633e8aa206fea00e173b374b907f2d34441e56d05c09f43011c8d01f7d1	911943
4591257222	ods-sources/UBL-Endorsed-Entities-2.5.ods	0b47342c426b169686c93b5438afc4a40db7c6776c98e0668361b9c35bb3341c	1670476
4591257222	ods-sources/UBL-Entities-2.5.ods	b22b6ebbae8e81f1e0f977f9f6b5e883d067c18eba5937d577e644a22ccbb2b8	1788925
4591257222	ods-sources/UBL-Library-Google.ods	6020b3460d83bbc62ef7fe7b818be6aa1b8a5b9d9363fa35c0a70cc1d64d9279	639453
4591257222	ods-sources/UBL-Signature-Entities-2.5.ods	dbfeed69cdc00447e29264ae084f4f58ffcd752246ebe1dd9105f27520b51080	17826
4591257222	ods-sources/UBL-Signature-Google.ods	31cd7ae40ce62b0fcfa94bf79f63ff22a66b8c69dabd074b74a8879ffe1ea2b8	16388
4591257222	ods-sources/skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	20886
4594074506	UBL-Endorsed-Entities-2.4-os.gc	68a1bc6c9243aa787c8902dcb9f7ee6ed430aea8af1da869fd9aea7da335a3c1	8365067
4594074506	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4594074506	UBL-Endorsed-Entities-2.5.gc	68a1bc6c9243aa787c8902dcb9f7ee6ed430aea8af1da869fd9aea7da335a3c1	8365067
4594074506	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4594074506	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4594074506	UBL-Entities-2.5.gc	b62566116b2c302a37bdea8bc5b641b362cafbf8577fc656045248f1fcefca2b	8824734
4594074506	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4594074506	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4594074506	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4594074506	ods-sources/UBL-Documents-Google.ods	bd07ae95608f21c33069529eb28291c394dba1fc9b5aa4b9289573c9ab20aa50	911943
4594074506	ods-sources/UBL-Endorsed-Entities-2.5.ods	b9d38f03abe50f574f13a0015daa94ae0fa51b8226f276391fba2d608809e679	1670476
4594074506	ods-sources/UBL-Entities-2.5.ods	0b80873cfea9e7efbc2fe58a2d100af876e4a978d1b38dc308bef6ff5d5cf2b7	1788925
4594074506	ods-sources/UBL-Library-Google.ods	168e8c7d07ec2f31536105e94b668ad09f6fe979bd43bd85719156a78299f3e5	639453
4594074506	ods-sources/UBL-Signature-Entities-2.5.ods	948ad7aedd121170070d98190c800d83dfbbc18a1246c0756493f60e8413f509	17826
4594074506	ods-sources/UBL-Signature-Google.ods	cd57f8c269046bca2602ea5ccc9477113e40c3c67dfe45130f8672fda4823a92	16388
4594074506	ods-sources/skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	20886
4594558628	UBL-Endorsed-Entities-2.4-os.gc	68a1bc6c9243aa787c8902dcb9f7ee6ed430aea8af1da869fd9aea7da335a3c1	8365067
4594558628	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4594558628	UBL-Endorsed-Entities-2.5.gc	68a1bc6c9243aa787c8902dcb9f7ee6ed430aea8af1da869fd9aea7da335a3c1	8365067
4594558628	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4594558628	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4594558628	UBL-Entities-2.5.gc	b62566116b2c302a37bdea8bc5b641b362cafbf8577fc656045248f1fcefca2b	8824734
4594558628	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4594558628	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4594558628	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4594558628	ods-sources/UBL-Documents-Google.ods	21dd42805ec427d3f93db16d1bfe09162fb156d16a6cf790fa4c8b5a590832b2	911943
4594558628	ods-sources/UBL-Endorsed-Entities-2.5.ods	38a273454d39addbba809a2b6fcc496329d4387c9a32a19f4577277f153cecbf	1670476
4594558628	ods-sources/UBL-Entities-2.5.ods	a8bad9f390fe4f282733f27f355e646a30ad58ca2e17899495279ef5414a173e	1788925
4594558628	ods-sources/UBL-Library-Google.ods	1862918fac8da05169c83219d33d77b0dcde7912f0fb424365e9ca91b9e05f52	639453
4594558628	ods-sources/UBL-Signature-Entities-2.5.ods	c0379e831a6959e0c98afce84dcb23f47e54973bb12c41242fe0a7ab5201b00a	17826
4594558628	ods-sources/UBL-Signature-Google.ods	b687b7b91d52e84ad27e52a73c5aea50ed6f2d8449e1a6d1305fc9c222331880	16388
4594558628	ods-sources/skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	20886
4595163792	UBL-Endorsed-Entities-2.4-os.gc	68a1bc6c9243aa787c8902dcb9f7ee6ed430aea8af1da869fd9aea7da335a3c1	8365067
4595163792	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4595163792	UBL-Endorsed-Entities-2.5.gc	68a1bc6c9243aa787c8902dcb9f7ee6ed430aea8af1da869fd9aea7da335a3c1	8365067
4595163792	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4595163792	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4595163792	UBL-Entities-2.5.gc	b62566116b2c302a37bdea8bc5b641b362cafbf8577fc656045248f1fcefca2b	8824734
4595163792	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4595163792	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4595163792	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4595163792	ods-sources/UBL-Documents-Google.ods	dd2d3e5599be710dd465b1deabb1ebecebd24caf69fe15d7473702ba45fb8b16	911943
4595163792	ods-sources/UBL-Endorsed-Entities-2.5.ods	3b69b49c1c1560950e7758fbaddd88c4414777162fbb678903e06ecf79c286ce	1670476
4595163792	ods-sources/UBL-Entities-2.5.ods	0273876361bb6bedeba61ad7f25be164c4e87df7e2c211af93961fb4fc3c4d0d	1788925
4595163792	ods-sources/UBL-Library-Google.ods	41f5ffbab52c96cd151c1dae59a5ed6cb22f8290ac0db7a93c2af50952100f43	639453
4595163792	ods-sources/UBL-Signature-Entities-2.5.ods	c3ee10388b54373d02726a43d6af32df5917c8b7352789c2dc20fa98c9d6127e	17826
4595163792	ods-sources/UBL-Signature-Google.ods	825bbd346087e100317c2dbd883de86deacb4d346b2e83a4acc9cb5f5c3ab49f	16388
4595163792	ods-sources/skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	20886
4619385679	UBL-Endorsed-Entities-2.4-os.gc	19a9784985d517966476461618c3cff77586366219ff9e7ba2ec82311c1b28cb	8370198
4619385679	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4619385679	UBL-Endorsed-Entities-2.5.gc	19a9784985d517966476461618c3cff77586366219ff9e7ba2ec82311c1b28cb	8370198
4619385679	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4619385679	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4619385679	UBL-Entities-2.5.gc	f3dfce2001c58934a3284498e7f39aa93b1bf761732d49fdde711fdd57570fb3	8829865
4619385679	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4619385679	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4619385679	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4619385679	ods-sources/UBL-Documents-Google.ods	7e0c15c1330f1ecd7294269ee0e5d411044974ecc8b29f336637f4804dc66250	912139
4619385679	ods-sources/UBL-Endorsed-Entities-2.5.ods	3388d84b6d6a83f2ded0431804b8d5460b6f62b8c89b03068535e90a9b9f7594	1671487
4619385679	ods-sources/UBL-Entities-2.5.ods	c7975c4216f99acb92204df65a220f76d5c08e34bcf300e50d0118095e3fc4fc	1790106
4619385679	ods-sources/UBL-Library-Google.ods	a1a5d67953b38c8577197d54c71e59f334a462d490688fdff1f1ac9ffabf4983	640288
4619385679	ods-sources/UBL-Signature-Entities-2.5.ods	274ac206b27ff25e5b32fd85cf51c76d26c8cea1d5aa7498bff86419a0497aa1	17826
4619385679	ods-sources/UBL-Signature-Google.ods	71e58a461d12c5229a3233e948cc9ae7344103c9cf518816ba23de70b29d5a5b	16387
4619385679	ods-sources/skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	20886
4620429376	UBL-Endorsed-Entities-2.4-os.gc	19a9784985d517966476461618c3cff77586366219ff9e7ba2ec82311c1b28cb	8370198
4620429376	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4620429376	UBL-Endorsed-Entities-2.5.gc	19a9784985d517966476461618c3cff77586366219ff9e7ba2ec82311c1b28cb	8370198
4620429376	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4620429376	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4620429376	UBL-Entities-2.5.gc	f3dfce2001c58934a3284498e7f39aa93b1bf761732d49fdde711fdd57570fb3	8829865
4620429376	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4620429376	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4620429376	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4620429376	UBL-Documents-Google.ods	2650cda4ecccf2fbd445f447e5536a027165f821e007976996ad6d2c1811dcd7	?
4620429376	UBL-Endorsed-Entities-2.5.ods	79de349eea234b22eb41207cb6fc125877b9b91ecb3a28b748edf23b1ae0d626	?
4620429376	UBL-Entities-2.5.ods	7b1a9cc50895aaa656b34bd6d17bbeb1dec1ea8f51ecd6dddc1107d56e710808	?
4620429376	UBL-Library-Google.ods	0eab18bbc3199b138a016462a9f761b0f16c66158b8594b7aaeefbc9443bdab7	?
4620429376	UBL-Signature-Entities-2.5.ods	2f4dea51b7fd32c969fc01d641d7d2bce6f0a7b24e3ad3843fddcea74b2a7076	?
4620429376	UBL-Signature-Google.ods	1aed29ec11ddbdd7cee1e66cf29e985eec9864f3215778c7427fa55767657a08	?
4620429376	skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	?
4620993143	UBL-Endorsed-Entities-2.4-os.gc	19a9784985d517966476461618c3cff77586366219ff9e7ba2ec82311c1b28cb	8370198
4620993143	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4620993143	UBL-Endorsed-Entities-2.5.gc	19a9784985d517966476461618c3cff77586366219ff9e7ba2ec82311c1b28cb	8370198
4620993143	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4620993143	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4620993143	UBL-Entities-2.5.gc	f3dfce2001c58934a3284498e7f39aa93b1bf761732d49fdde711fdd57570fb3	8829865
4620993143	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4620993143	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4620993143	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4620993143	UBL-Documents-Google.ods	3ce2579db6477d4b7a0caa4f4528fae2a0639420260b03d51e9250f8f7178a62	?
4620993143	UBL-Endorsed-Entities-2.5.ods	7b371051040a7d9fe3f4b79cf5b4b4a4b4f3b383b559c6ff34137e3f11d014bb	?
4620993143	UBL-Entities-2.5.ods	8837cc13e64540c57528b61349c358e8d00665e5da7a080d231eaa36b93b5271	?
4620993143	UBL-Library-Google.ods	7d58930f9c403c987fee748fc67b4f78224512ab7caeb2a1b51d4160df3f8eb8	?
4620993143	UBL-Signature-Entities-2.5.ods	deb69a12470d53bb4c56330f9d6a74dc31dae17e4cc3b4a1cbf5a46c1744f406	?
4620993143	UBL-Signature-Google.ods	f203e12026875fe110ba03ff98dcc7f5ad9638c541a6f8b4ccb93587509e341d	?
4620993143	skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	?
4621441403	UBL-Endorsed-Entities-2.4-os.gc	19a9784985d517966476461618c3cff77586366219ff9e7ba2ec82311c1b28cb	8370198
4621441403	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4621441403	UBL-Endorsed-Entities-2.5.gc	19a9784985d517966476461618c3cff77586366219ff9e7ba2ec82311c1b28cb	8370198
4621441403	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4621441403	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4621441403	UBL-Entities-2.5.gc	f3dfce2001c58934a3284498e7f39aa93b1bf761732d49fdde711fdd57570fb3	8829865
4621441403	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4621441403	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4621441403	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4621441403	ods-sources/UBL-Documents-Google.ods	d8246d498b11274f97d927fac184103ba481e9971f71f9d0f0e5d8c220441ba1	912166
4621441403	ods-sources/UBL-Endorsed-Entities-2.5.ods	2f4eed7787b126931bee7b7d63080eea0a2ef14f7ce2a1224441ec505bc76166	1671487
4621441403	ods-sources/UBL-Entities-2.5.ods	935411999c820bfa1ff32973cb0cc9f1116341d06f561e294d6daafba892a189	1790106
4621441403	ods-sources/UBL-Library-Google.ods	597da24b2e1c1790fd95e31448948878c28eec8797950f112c9602e640ee3a35	640302
4621441403	ods-sources/UBL-Signature-Entities-2.5.ods	eadade8704f1c87fddb5fc6a411c6f7d2b7db0c5a248394e688a6812714999ab	17826
4621441403	ods-sources/UBL-Signature-Google.ods	b324104b4f625a21153609a7d2eb4c18b5ed09d43aa30d9df4068c0b4fb9e163	16387
4621441403	ods-sources/skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	20886
4626371666	UBL-Endorsed-Entities-2.4-os.gc	19a9784985d517966476461618c3cff77586366219ff9e7ba2ec82311c1b28cb	8370198
4626371666	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4626371666	UBL-Endorsed-Entities-2.5.gc	19a9784985d517966476461618c3cff77586366219ff9e7ba2ec82311c1b28cb	8370198
4626371666	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4626371666	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4626371666	UBL-Entities-2.5.gc	f3dfce2001c58934a3284498e7f39aa93b1bf761732d49fdde711fdd57570fb3	8829865
4626371666	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4626371666	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4626371666	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4626371666	ods-sources/UBL-Documents-Google.ods	7597cc08929b0242603ce118de87287f09c01ab7903a7dd6b9a67cb94f1bba21	912166
4626371666	ods-sources/UBL-Endorsed-Entities-2.5.ods	8cf1a45a456d122614845b4966ae83bddc79d4dcf4278d3a9bc744aac9530fa1	1671487
4626371666	ods-sources/UBL-Entities-2.5.ods	f4275ff7fefeb45e94124723cee646a024166299e46710aca884d653abac976c	1790106
4626371666	ods-sources/UBL-Library-Google.ods	2207fdc04a6ae26b8357578396e7156b0cd575c3376717e4305b921cc606da81	640302
4626371666	ods-sources/UBL-Signature-Entities-2.5.ods	cc300a49ec1ae1f42e30aa65b310e8d87a5e35e2f97c289eaf1b85341bd05e82	17826
4626371666	ods-sources/UBL-Signature-Google.ods	dbc9007454b2c6393f01ada64e10f99f85b8363670f13c06c4f05b586c647b0e	16387
4626371666	ods-sources/skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	20886
4628183442	UBL-Endorsed-Entities-2.4-os.gc	44f99acde7b8e1be5eb64d464a4d3460fb8a5a4a27c09b8ea625478950084fde	8436534
4628183442	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4628183442	UBL-Endorsed-Entities-2.5.gc	44f99acde7b8e1be5eb64d464a4d3460fb8a5a4a27c09b8ea625478950084fde	8436534
4628183442	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4628183442	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4628183442	UBL-Entities-2.5.gc	7b5a425c2b2f60036478c14c6e12bf7d69e0c17461612d653b47888ce5b0e858	8896201
4628183442	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4628183442	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4628183442	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4628183442	ods-sources/UBL-Documents-Google.ods	5c4d920282b59a69cbf69e696d9685ff9b1d57976a3d719766b527efd5081319	930888
4628183442	ods-sources/UBL-Library-Google.ods	3f902ae92ce565c147766f9f64196c5756f755b4600075cb09a386c0907cf3e0	640302
4628183442	ods-sources/UBL-Signature-Google.ods	31410d818612f329ca3ee0a00d8ea57d939e3c527879bcd7a40c7aad251af790	16387
4628183442	ods-sources/skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	20886
4628269333	UBL-Endorsed-Entities-2.4-os.gc	44f99acde7b8e1be5eb64d464a4d3460fb8a5a4a27c09b8ea625478950084fde	8436534
4628269333	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4628269333	UBL-Endorsed-Entities-2.5.gc	44f99acde7b8e1be5eb64d464a4d3460fb8a5a4a27c09b8ea625478950084fde	8436534
4628269333	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4628269333	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4628269333	UBL-Entities-2.5.gc	7b5a425c2b2f60036478c14c6e12bf7d69e0c17461612d653b47888ce5b0e858	8896201
4628269333	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4628269333	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4628269333	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4628269333	UBL-Documents-Google.ods	95e238226ec8c86bcb7441992b710ad6688faf88776f1b313cedb9fdd6a71cb8	?
4628269333	UBL-Library-Google.ods	597d947091c3307c8c5e3a7b13b8e6d525a80f918b0820f7325693086afe1f3a	?
4628269333	UBL-Signature-Google.ods	8cb4455a5cb77f555bb7f49f6f5e852dda1c8fe6a7aef2f12a5cffa72d39b95f	?
4628269333	skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	?
4628889619	UBL-Endorsed-Entities-2.4-os.gc	3e3c0ddda6d6e97bd0409640918c8eee22469bee8e1a7d9503ab3b5b5f6673df	8436538
4628889619	UBL-Endorsed-Entities-2.5-csd01.gc	8a8c9c866f69a9eaf89eb771e6bc143fdffcf30aad9a2f31ed17a50f33dec791	5484544
4628889619	UBL-Endorsed-Entities-2.5.gc	3e3c0ddda6d6e97bd0409640918c8eee22469bee8e1a7d9503ab3b5b5f6673df	8436538
4628889619	UBL-Entities-2.4-os.gc	fa441eceec11cb5ba2bb38ac76a589eccad878e691bde998f7ce017ceee90913	8234496
4628889619	UBL-Entities-2.5-csd01.gc	e7ea4d179fda46fdce3e990440786ea83ae7b64b2f0d5da1788378664af5ec31	8060928
4628889619	UBL-Entities-2.5.gc	44b5b8e890ecc6e0fbd7725817a7439cab35f07d4b294a21b71e25a96bc2f13d	8896205
4628889619	UBL-Signature-Entities-2.4-os.gc	ff52a2679b16583fd3c08be9c196ae87999c91b06c8231555a65f7bef7753957	13862
4628889619	UBL-Signature-Entities-2.5-csd01.gc	23ecf98ea7937a75a73eb56433f2146af4f6f89d566c88d83f2512b3fad50768	13871
4628889619	UBL-Signature-Entities-2.5.gc	1104e26913cbddb9c1c4eb1eb742e3fc04e37af7b506e9c01dad48b3191874c6	13871
4628889619	UBL-Documents-Google.ods	0b80cfef88df79754dfe4c05fd9bf62bc8e4b1c27495e549d6edd05fc8d56df3	?
4628889619	UBL-Endorsed-Entities-2.5.ods	6347715efd055c48f3c1e8562a599018db4deb3f84e640304dbafacf81287488	?
4628889619	UBL-Entities-2.5.ods	66b0b5106e14c07aadfee6e5a1607d5b0f585ec6bd3cb9a47c06f828a78f80a8	?
4628889619	UBL-Library-Google.ods	dc637340688037227bc01f50721ad46617a5dc927f265a59233c32cb778a7bcb	?
4628889619	UBL-Signature-Entities-2.5.ods	1fc01a42f91de0d43754563a478b822bda9d85b879065dc9ee626d6d03a02588	?
4628889619	UBL-Signature-Google.ods	bfac9fa53b2e6c7c3f14651b592faf7dcdd931a413d4e3673e9e6315e7c62207	?
4628889619	skeletonDisplayEditSubset.ods	5fa076e7b161a6728623971c9d8d237162310d9658c06e57dd291c8942c4f86d	?
